,Price per Unit,Units Sold,Total Sales,Operating Margin,Year,Sales Method_Online,Sales Method_Outlet
4346,64,135,8640,65,2021,1,0
4347,59,70,4130,46,2021,1,0
4348,52,44,2288,50,2021,1,0
4349,52,39,2028,53,2021,1,0
4350,60,45,2700,46,2021,1,0
4351,65,81,5265,42,2021,1,0
4352,60,145,8700,67,2021,1,0
4353,55,90,4950,50,2021,1,0
4354,51,59,3009,50,2021,1,0
4355,51,44,2244,53,2021,1,0
4356,64,60,3840,48,2021,1,0
4357,64,98,6272,42,2021,1,0
4358,60,158,9480,66,2021,1,0
4359,54,75,4050,47,2021,1,0
4360,54,61,3294,55,2021,1,0
4361,53,58,3074,54,2021,1,0
4362,61,46,2806,46,2021,1,0
4363,64,95,6080,43,2021,1,0
4364,62,143,8866,60,2021,1,0
4365,48,80,3840,40,2021,1,0
4366,41,50,2050,45,2021,1,0
4367,41,53,2173,47,2021,1,0
4368,50,36,1800,45,2021,1,0
4369,55,61,3355,40,2021,1,0
4370,55,104,5720,62,2021,1,0
4371,47,63,2961,42,2021,1,0
4372,48,34,1632,45,2021,1,0
4373,48,29,1392,45,2021,1,0
4374,56,27,1512,43,2021,1,0
4375,60,63,3780,39,2021,1,0
4376,66,113,7458,65,2021,1,0
4377,55,60,3300,47,2021,1,0
4378,55,55,3025,53,2021,1,0
4379,56,44,2464,51,2021,1,0
4380,64,42,2688,48,2021,1,0
4381,71,65,4615,44,2021,1,0
4382,67,124,8308,69,2021,1,0
4383,55,69,3795,45,2021,1,0
4384,55,65,3575,53,2021,1,0
4385,57,53,3021,53,2021,1,0
4386,63,47,2961,46,2021,1,0
4387,68,83,5644,43,2020,1,0
4388,32,122,3904,51,2020,1,0
4389,44,117,5148,37,2020,1,0
4390,41,117,4797,54,2020,1,0
4391,43,87,3741,50,2020,1,0
4392,47,70,3290,65,2020,1,0
4393,41,128,5248,30,2020,1,0
4394,34,158,5372,50,2020,1,0
4395,43,128,5504,40,2020,1,0
4396,41,119,4879,53,2020,1,0
4397,44,74,3256,46,2020,1,0
4398,46,52,2392,70,2020,1,0
4399,41,116,4756,34,2020,1,0
4400,43,160,6880,55,2020,1,0
4401,50,120,6000,40,2020,1,0
4402,52,104,5408,53,2020,1,0
4403,50,84,4200,47,2020,1,0
4404,55,47,2585,70,2020,1,0
4405,54,94,5076,34,2020,1,0
4406,58,143,8294,51,2020,1,0
4407,62,102,6324,38,2020,1,0
4408,61,120,7320,53,2020,1,0
4409,59,75,4425,46,2020,1,0
4410,63,52,3276,66,2020,1,0
4411,78,95,7410,34,2020,1,0
4412,58,149,8642,58,2020,1,0
4413,60,104,6240,43,2020,1,0
4414,63,116,7308,57,2020,1,0
4415,57,90,5130,50,2020,1,0
4416,60,60,3600,70,2020,1,0
4417,78,131,10218,35,2020,1,0
4418,56,189,10584,57,2020,1,0
4419,62,165,10230,41,2020,1,0
4420,62,165,10230,59,2020,1,0
4421,58,111,6438,51,2020,1,0
4422,59,81,4779,74,2020,1,0
4423,73,174,12702,40,2020,1,0
4424,58,218,12644,53,2020,1,0
4425,61,174,10614,36,2020,1,0
4426,61,143,8723,53,2020,1,0
4427,55,117,6435,49,2020,1,0
4428,60,130,7800,70,2020,1,0
4429,78,145,11310,30,2020,1,0
4430,62,210,13020,53,2020,1,0
4431,64,182,11648,39,2020,1,0
4432,60,152,9120,52,2020,1,0
4433,64,124,7936,47,2020,1,0
4434,68,138,9384,68,2020,1,0
4435,78,108,8424,34,2020,1,0
4436,56,174,9744,48,2020,1,0
4437,61,162,9882,34,2020,1,0
4438,57,117,6669,50,2020,1,0
4439,58,112,6496,44,2020,1,0
4440,67,120,8040,61,2020,1,0
4441,74,113,8362,30,2020,1,0
4442,56,138,7728,49,2020,1,0
4443,59,165,9735,35,2020,1,0
4444,54,109,5886,45,2020,1,0
4445,54,105,5670,42,2020,1,0
4446,63,81,5103,61,2020,1,0
4447,68,94,6392,25,2020,1,0
4448,57,155,8835,48,2020,1,0
4449,64,150,9600,34,2020,1,0
4450,55,106,5830,46,2020,1,0
4451,56,108,6048,41,2020,1,0
4452,64,88,5632,64,2020,1,0
4453,68,133,9044,26,2020,1,0
4454,58,196,11368,47,2020,1,0
4455,62,189,11718,34,2020,1,0
4456,59,119,7021,47,2020,1,0
4457,57,133,7581,44,2020,1,0
4458,69,112,7728,60,2020,1,0
4459,74,150,11100,27,2020,1,0
4460,28,123,3444,50,2020,1,0
4461,38,123,4674,33,2020,1,0
4462,39,115,4485,46,2020,1,0
4463,38,72,2736,45,2020,1,0
4464,41,56,2296,64,2020,1,0
4465,37,128,4736,26,2020,1,0
4466,27,131,3537,48,2020,1,0
4467,38,111,4218,30,2020,1,0
4468,38,123,4674,50,2020,1,0
4469,36,72,2592,45,2020,1,0
4470,43,58,2494,62,2020,1,0
4471,37,116,4292,27,2020,1,0
4472,37,165,6105,48,2020,1,0
4473,48,112,5376,34,2020,1,0
4474,51,116,5916,49,2020,1,0
4475,51,90,4590,43,2020,1,0
4476,56,39,2184,60,2020,1,0
4477,52,95,4940,29,2020,1,0
4478,55,131,7205,47,2020,1,0
4479,59,94,5546,35,2020,1,0
4480,61,113,6893,50,2020,1,0
4481,56,74,4144,43,2020,1,0
4482,62,44,2728,61,2020,1,0
4483,72,98,7056,25,2020,1,0
4484,55,131,7205,61,2020,1,0
4485,60,105,6300,46,2020,1,0
4486,59,98,5782,60,2020,1,0
4487,58,69,4002,59,2020,1,0
4488,63,44,2772,76,2020,1,0
4489,74,133,9842,43,2020,1,0
4490,54,189,10206,64,2020,1,0
4491,59,144,8496,50,2020,1,0
4492,64,150,9600,64,2020,1,0
4493,62,135,8370,60,2020,1,0
4494,66,91,6006,77,2020,1,0
4495,83,181,15023,43,2020,1,0
4496,64,202,12928,60,2020,1,0
4497,67,188,12596,40,2020,1,0
4498,67,161,10787,55,2020,1,0
4499,61,143,8723,52,2020,1,0
4500,67,131,8777,70,2020,1,0
4501,78,137,10686,40,2020,1,0
4502,63,196,12348,59,2020,1,0
4503,73,189,13797,42,2020,1,0
4504,67,143,9581,57,2020,1,0
4505,63,135,8505,54,2020,1,0
4506,74,140,10360,73,2020,1,0
4507,74,100,7400,35,2020,1,0
4508,59,162,9558,53,2020,1,0
4509,69,168,11592,36,2020,1,0
4510,60,113,6780,50,2020,1,0
4511,59,100,5900,48,2020,1,0
4512,74,120,8880,69,2020,1,0
4513,65,106,6890,31,2020,1,0
4514,51,137,6987,50,2020,1,0
4515,54,152,8208,35,2020,1,0
4516,51,102,5202,50,2020,1,0
4517,53,85,4505,46,2020,1,0
4518,64,75,4800,66,2020,1,0
4519,65,105,6825,30,2020,1,0
4520,52,150,7800,55,2020,1,0
4521,55,150,8250,37,2020,1,0
4522,51,128,6528,53,2020,1,0
4523,60,116,6960,48,2020,1,0
4524,68,105,7140,69,2020,1,0
4525,73,130,9490,31,2020,1,0
4526,59,203,11977,52,2020,1,0
4527,64,182,11648,38,2020,1,0
4528,60,125,7500,55,2020,1,0
4529,63,125,7875,45,2020,1,0
4530,68,115,7820,67,2020,1,0
4531,75,137,10275,33,2020,1,0
4532,36,117,4212,41,2020,1,0
4533,48,131,6288,40,2020,1,0
4534,46,135,6210,35,2020,1,0
4535,49,78,3822,41,2020,1,0
4536,51,73,3723,39,2020,1,0
4537,46,125,5750,31,2020,1,0
4538,36,138,4968,43,2020,1,0
4539,47,131,6157,39,2020,1,0
4540,47,122,5734,39,2020,1,0
4541,48,87,4176,42,2020,1,0
4542,52,65,3380,40,2020,1,0
4543,46,123,5658,31,2020,1,0
4544,46,167,7682,45,2020,1,0
4545,58,115,6670,36,2020,1,0
4546,60,115,6900,40,2020,1,0
4547,64,85,5440,42,2020,1,0
4548,69,46,3174,38,2020,1,0
4549,62,105,6510,34,2020,1,0
4550,68,160,10880,44,2020,1,0
4551,71,88,6248,39,2020,1,0
4552,74,120,8880,39,2020,1,0
4553,55,90,4950,42,2020,1,0
4554,59,56,3304,40,2020,1,0
4555,78,88,6864,32,2020,1,0
4556,55,165,9075,41,2020,1,0
4557,60,108,6480,38,2020,1,0
4558,61,120,7320,38,2020,1,0
4559,59,90,5310,44,2020,1,0
4560,60,52,3120,38,2020,1,0
4561,75,125,9375,33,2020,1,0
4562,71,195,13845,42,2020,1,0
4563,74,188,13912,37,2020,1,0
4564,72,163,11736,38,2020,1,0
4565,75,125,9375,40,2020,1,0
4566,82,105,8610,39,2020,1,0
4567,98,182,17836,34,2020,1,0
4568,73,239,17447,40,2020,1,0
4569,82,182,14924,36,2020,1,0
4570,78,175,13650,35,2020,1,0
4571,78,137,10686,41,2020,1,0
4572,77,144,11088,35,2020,1,0
4573,95,155,14725,35,2020,1,0
4574,80,217,17360,45,2020,1,0
4575,77,210,16170,39,2020,1,0
4576,73,163,11899,35,2020,1,0
4577,74,155,11470,44,2020,1,0
4578,71,155,11005,39,2020,1,0
4579,76,108,8208,33,2020,1,0
4580,64,156,9984,41,2020,1,0
4581,71,174,12354,35,2020,1,0
4582,63,135,8505,37,2020,1,0
4583,67,112,7504,40,2020,1,0
4584,72,111,7992,40,2020,1,0
4585,62,113,7006,35,2020,1,0
4586,58,149,8642,40,2020,1,0
4587,64,138,8832,37,2020,1,0
4588,56,113,6328,36,2020,1,0
4589,58,98,5684,44,2020,1,0
4590,69,94,6486,35,2020,1,0
4591,71,101,7171,35,2020,1,0
4592,54,162,8748,44,2020,1,0
4593,60,188,11280,37,2020,1,0
4594,54,124,6696,37,2020,1,0
4595,69,117,8073,43,2020,1,0
4596,85,115,9775,40,2020,1,0
4597,88,138,12144,31,2020,1,0
4598,78,188,14664,40,2020,1,0
4599,77,195,15015,38,2020,1,0
4600,73,138,10074,39,2020,1,0
4601,76,138,10488,43,2020,1,0
4602,82,133,10906,38,2020,1,0
4603,86,150,12900,34,2020,1,0
4604,44,273,12012,55,2020,1,0
4605,41,221,9061,49,2020,1,0
4606,34,230,7820,39,2020,1,0
4607,38,175,6650,40,2020,1,0
4608,50,195,9750,50,2020,1,0
4609,41,247,10127,62,2020,1,0
4610,43,319,13717,57,2020,1,0
4611,43,195,8385,49,2020,1,0
4612,32,240,7680,38,2020,1,0
4613,38,169,6422,44,2020,1,0
4614,53,218,11554,48,2020,1,0
4615,41,221,9061,65,2020,1,0
4616,41,268,10988,60,2020,1,0
4617,42,225,9450,48,2020,1,0
4618,32,217,6944,35,2020,1,0
4619,36,175,6300,40,2020,1,0
4620,53,182,9646,46,2020,1,0
4621,42,225,9450,64,2020,1,0
4622,42,256,10752,58,2020,1,0
4623,41,210,8610,50,2020,1,0
4624,32,203,6496,40,2020,1,0
4625,38,189,7182,45,2020,1,0
4626,52,196,10192,45,2020,1,0
4627,44,208,9152,60,2020,1,0
4628,52,300,15600,56,2020,1,0
4629,54,194,10476,50,2020,1,0
4630,47,188,8836,37,2020,1,0
4631,49,175,8575,43,2020,1,0
4632,58,196,11368,47,2020,1,0
4633,64,248,15872,64,2020,1,0
4634,55,290,15950,59,2020,1,0
4635,54,206,11124,49,2020,1,0
4636,49,208,10192,35,2020,1,0
4637,47,217,10199,40,2020,1,0
4638,62,233,14446,49,2020,1,0
4639,63,259,16317,65,2020,1,0
4640,60,299,17940,60,2020,1,0
4641,57,225,12825,46,2020,1,0
4642,50,215,10750,37,2020,1,0
4643,53,233,12349,43,2020,1,0
4644,61,208,12688,49,2020,1,0
4645,67,244,16348,65,2020,1,0
4646,60,304,18240,57,2020,1,0
4647,55,252,13860,45,2020,1,0
4648,53,231,12243,37,2020,1,0
4649,44,233,10252,40,2020,1,0
4650,52,225,11700,45,2020,1,0
4651,56,278,15568,61,2020,1,0
4652,53,284,15052,55,2020,1,0
4653,46,255,11730,45,2020,1,0
4654,41,225,9225,37,2020,1,0
4655,42,210,8820,43,2020,1,0
4656,50,210,10500,50,2020,1,0
4657,55,223,12265,63,2020,1,0
4658,56,270,15120,60,2020,1,0
4659,47,215,10105,45,2020,1,0
4660,47,203,9541,39,2020,1,0
4661,45,182,8190,44,2020,1,0
4662,57,189,10773,50,2020,1,0
4663,59,223,13157,65,2020,1,0
4664,56,244,13664,58,2020,1,0
4665,49,224,10976,48,2020,1,0
4666,46,224,10304,37,2020,1,0
4667,49,202,9898,44,2020,1,0
4668,64,195,12480,50,2020,1,0
4669,64,213,13632,60,2020,1,0
4670,63,323,20349,56,2020,1,0
4671,51,254,12954,47,2020,1,0
4672,52,248,12896,37,2020,1,0
4673,54,209,11286,43,2020,1,0
4674,60,202,12120,49,2020,1,0
4675,64,219,14016,63,2020,1,0
4676,33,131,4323,45,2020,1,0
4677,33,65,2145,40,2020,1,0
4678,24,63,1512,44,2020,1,0
4679,29,26,754,45,2020,1,0
4680,43,39,1677,45,2020,1,0
4681,32,65,2080,56,2020,1,0
4682,32,135,4320,45,2020,1,0
4683,34,38,1292,45,2020,1,0
4684,25,56,1400,42,2020,1,0
4685,27,20,540,47,2020,1,0
4686,41,44,1804,41,2020,1,0
4687,34,65,2210,55,2020,1,0
4688,39,116,4524,50,2020,1,0
4689,38,35,1330,40,2020,1,0
4690,29,53,1537,45,2020,1,0
4691,32,7,224,50,2020,1,0
4692,47,19,893,42,2020,1,0
4693,38,47,1786,55,2020,1,0
4694,36,120,4320,47,2020,1,0
4695,38,28,1064,42,2020,1,0
4696,29,26,754,44,2020,1,0
4697,32,7,224,50,2020,1,0
4698,47,14,658,40,2020,1,0
4699,36,53,1908,60,2020,1,0
4700,48,116,5568,47,2020,1,0
4701,44,44,1936,41,2020,1,0
4702,37,38,1406,44,2020,1,0
4703,36,13,468,49,2020,1,0
4704,50,20,1000,41,2020,1,0
4705,58,51,2958,59,2020,1,0
4706,44,106,4664,49,2020,1,0
4707,38,49,1862,41,2020,1,0
4708,33,47,1551,45,2020,1,0
4709,32,45,1440,47,2020,1,0
4710,49,45,2205,42,2020,1,0
4711,53,81,4293,56,2020,1,0
4712,49,160,7840,47,2020,1,0
4713,42,75,3150,45,2020,1,0
4714,36,63,2268,42,2020,1,0
4715,38,51,1938,48,2020,1,0
4716,49,58,2842,41,2020,1,0
4717,54,98,5292,55,2020,1,0
4718,47,137,6439,47,2020,1,0
4719,43,87,3741,41,2020,1,0
4720,37,68,2516,40,2020,1,0
4721,33,47,1551,49,2020,1,0
4722,42,42,1764,41,2020,1,0
4723,46,88,4048,57,2020,1,0
4724,43,113,4859,48,2020,1,0
4725,37,73,2701,45,2020,1,0
4726,24,41,984,40,2020,1,0
4727,24,31,744,46,2020,1,0
4728,32,34,1088,44,2020,1,0
4729,39,52,2028,57,2020,1,0
4730,41,98,4018,47,2020,1,0
4731,34,58,1972,43,2020,1,0
4732,32,25,800,42,2020,1,0
4733,32,21,672,46,2020,1,0
4734,41,19,779,42,2020,1,0
4735,49,60,2940,60,2020,1,0
4736,46,91,4186,47,2020,1,0
4737,38,52,1976,40,2020,1,0
4738,36,38,1368,40,2020,1,0
4739,38,45,1710,49,2020,1,0
4740,52,34,1768,42,2020,1,0
4741,59,61,3599,60,2020,1,0
4742,50,124,6200,50,2020,1,0
4743,42,77,3234,45,2020,1,0
4744,44,56,2464,41,2020,1,0
4745,44,49,2156,49,2020,1,0
4746,54,44,2376,41,2020,1,0
4747,54,77,4158,57,2020,1,0
4748,32,119,3808,58,2020,1,0
4749,43,128,5504,42,2020,1,0
4750,41,119,4879,59,2020,1,0
4751,44,98,4312,52,2020,1,0
4752,47,77,3619,75,2021,1,0
4753,43,138,5934,39,2021,1,0
4754,34,158,5372,57,2021,1,0
4755,42,123,5166,45,2021,1,0
4756,43,122,5246,57,2021,1,0
4757,44,81,3564,55,2021,1,0
4758,48,59,2832,72,2021,1,0
4759,43,119,5117,37,2021,1,0
4760,32,173,5536,55,2021,1,0
4761,41,115,4715,41,2021,1,0
4762,42,128,5376,57,2021,1,0
4763,44,91,4004,53,2021,1,0
4764,48,60,2880,71,2021,1,0
4765,42,112,4704,39,2021,1,0
4766,44,161,7084,59,2021,1,0
4767,43,101,4343,45,2021,1,0
4768,44,120,5280,60,2021,1,0
4769,36,78,2808,50,2021,1,0
4770,44,56,2464,74,2021,1,0
4771,55,101,5555,39,2021,1,0
4772,39,150,5850,57,2021,1,0
4773,41,106,4346,44,2021,1,0
4774,44,111,4884,55,2021,1,0
4775,38,88,3344,53,2021,1,0
4776,41,61,2501,74,2021,1,0
4777,59,108,6372,38,2021,1,0
4778,36,169,6084,59,2021,1,0
4779,42,147,6174,41,2021,1,0
4780,44,165,7260,55,2021,1,0
4781,38,106,4028,53,2021,1,0
4782,41,75,3075,74,2021,1,0
4783,55,150,8250,36,2021,1,0
4784,37,203,7511,59,2021,1,0
4785,41,156,6396,43,2021,1,0
4786,44,143,6292,59,2021,1,0
4787,36,113,4068,53,2021,1,0
4788,42,124,5208,70,2021,1,0
4789,58,143,8294,35,2021,1,0
4790,42,203,8526,58,2021,1,0
4791,54,188,10152,43,2021,1,0
4792,49,130,6370,59,2021,1,0
4793,41,106,4346,54,2021,1,0
4794,52,106,5512,70,2021,1,0
4795,56,112,6272,38,2021,1,0
4796,41,180,7380,58,2021,1,0
4797,48,156,7488,44,2021,1,0
4798,42,117,4914,56,2021,1,0
4799,41,116,4756,55,2021,1,0
4800,50,100,5000,73,2021,1,0
4801,59,122,7198,40,2021,1,0
4802,44,160,7040,56,2021,1,0
4803,49,160,7840,43,2021,1,0
4804,41,116,4756,57,2021,1,0
4805,44,105,4620,52,2021,1,0
4806,54,98,5292,75,2021,1,0
4807,58,108,6264,39,2021,1,0
4808,38,167,6346,59,2021,1,0
4809,42,173,7266,41,2021,1,0
4810,37,123,4551,57,2021,1,0
4811,39,119,4641,55,2021,1,0
4812,51,113,5763,74,2021,1,0
4813,56,133,7448,38,2021,1,0
4814,41,196,8036,56,2021,1,0
4815,45,182,8190,43,2021,1,0
4816,42,133,5586,60,2021,1,0
4817,43,143,6149,51,2021,1,0
4818,53,120,6360,73,2021,1,0
4819,55,130,7150,40,2021,1,0
4820,18,210,3780,50,2021,1,0
4821,29,182,5278,46,2021,1,0
4822,27,130,3510,45,2021,1,0
4823,32,135,4320,57,2021,1,0
4824,39,95,3705,40,2021,1,0
4825,33,125,4125,65,2021,1,0
4826,24,169,4056,50,2021,1,0
4827,33,181,5973,48,2021,1,0
4828,32,122,3904,48,2021,1,0
4829,33,108,3564,60,2021,1,0
4830,37,83,3071,41,2021,1,0
4831,32,133,4256,64,2021,1,0
4832,27,189,5103,51,2021,1,0
4833,37,163,6031,52,2021,1,0
4834,28,124,3472,55,2021,1,0
4835,33,101,3333,64,2021,1,0
4836,39,69,2691,47,2021,1,0
4837,33,111,3663,66,2021,1,0
4838,19,169,3211,50,2021,1,0
4839,24,176,4224,51,2021,1,0
4840,19,135,2565,55,2021,1,0
4841,23,112,2576,65,2021,1,0
4842,28,84,2352,45,2021,1,0
4843,24,161,3864,68,2021,1,0
4844,14,189,2646,50,2021,1,0
4845,23,218,5014,50,2021,1,0
4846,19,180,3420,54,2021,1,0
4847,27,142,3834,60,2021,1,0
4848,41,106,4346,49,2021,1,0
4849,38,202,7676,67,2021,1,0
4850,36,217,7812,51,2021,1,0
4851,42,202,8484,51,2021,1,0
4852,36,169,6084,51,2021,1,0
4853,36,174,6264,61,2021,1,0
4854,43,145,6235,48,2021,1,0
4855,49,236,11564,65,2021,1,0
4856,36,215,7740,57,2021,1,0
4857,43,206,8858,58,2021,1,0
4858,36,263,9468,60,2021,1,0
4859,37,161,5957,65,2021,1,0
4860,43,165,7095,53,2021,1,0
4861,52,223,11596,70,2021,1,0
4862,41,233,9553,57,2021,1,0
4863,54,233,12582,57,2021,1,0
4864,46,285,13110,60,2021,1,0
4865,42,133,5586,69,2021,1,0
4866,49,133,6517,53,2021,1,0
4867,53,181,9593,71,2021,1,0
4868,49,182,8918,60,2021,1,0
4869,47,169,7943,60,2021,1,0
4870,54,182,9828,59,2021,1,0
4871,53,100,5300,70,2021,1,0
4872,47,120,5640,51,2021,1,0
4873,42,163,6846,74,2021,1,0
4874,33,173,5709,57,2021,1,0
4875,32,150,4800,60,2021,1,0
4876,36,147,5292,58,2021,1,0
4877,38,98,3724,70,2021,1,0
4878,32,88,2816,51,2021,1,0
4879,43,131,5633,71,2021,1,0
4880,29,196,5684,56,2021,1,0
4881,29,189,5481,56,2021,1,0
4882,50,174,8700,56,2021,1,0
4883,52,133,6916,69,2021,1,0
4884,51,113,5763,53,2021,1,0
4885,59,169,9971,71,2021,1,0
4886,53,200,10600,58,2021,1,0
4887,51,240,12240,55,2021,1,0
4888,54,210,11340,55,2021,1,0
4889,54,149,8046,69,2021,1,0
4890,50,140,7000,50,2021,1,0
4891,61,225,13725,74,2021,1,0
4892,32,119,3808,50,2021,1,0
4893,32,56,1792,49,2021,1,0
4894,24,65,1560,48,2021,1,0
4895,27,19,513,53,2021,1,0
4896,43,35,1505,45,2021,1,0
4897,32,68,2176,61,2021,1,0
4898,32,119,3808,54,2021,1,0
4899,33,38,1254,50,2021,1,0
4900,23,47,1081,50,2021,1,0
4901,29,14,406,50,2021,1,0
4902,41,31,1271,49,2021,1,0
4903,32,60,1920,62,2021,1,0
4904,38,122,4636,54,2021,1,0
4905,39,26,1014,46,2021,1,0
4906,29,39,1131,50,2021,1,0
4907,33,0,0,55,2021,1,0
4908,45,13,585,47,2021,1,0
4909,37,38,1406,61,2021,1,0
4910,38,105,3990,53,2021,1,0
4911,32,23,736,45,2021,1,0
4912,23,21,483,45,2021,1,0
4913,27,0,0,53,2021,1,0
4914,42,6,252,48,2021,1,0
4915,34,39,1326,62,2021,1,0
4916,44,118,5192,54,2021,1,0
4917,38,33,1254,50,2021,1,0
4918,32,30,960,48,2021,1,0
4919,34,7,238,53,2021,1,0
4920,46,13,598,46,2021,1,0
4921,51,41,2091,62,2021,1,0
4922,36,120,4320,53,2021,1,0
4923,32,45,1440,50,2021,1,0
4924,27,46,1242,45,2021,1,0
4925,27,39,1053,54,2021,1,0
4926,42,42,1764,50,2021,1,0
4927,49,85,4165,62,2021,1,0
4928,43,165,7095,51,2021,1,0
4929,37,81,2997,45,2021,1,0
4930,34,63,2142,45,2021,1,0
4931,33,46,1518,52,2021,1,0
4932,41,44,1804,49,2021,1,0
4933,49,91,4459,63,2021,1,0
4934,41,145,5945,53,2021,1,0
4935,42,80,3360,49,2021,1,0
4936,36,52,1872,48,2021,1,0
4937,29,38,1102,51,2021,1,0
4938,37,27,999,48,2021,1,0
4939,44,69,3036,60,2021,1,0
4940,38,112,4256,54,2021,1,0
4941,33,56,1848,46,2021,1,0
4942,18,25,450,48,2021,1,0
4943,19,23,437,52,2021,1,0
4944,29,21,609,48,2021,1,0
4945,34,39,1326,62,2021,1,0
4946,36,94,3384,54,2021,1,0
4947,29,41,1189,46,2021,1,0
4948,29,14,406,50,2021,1,0
4949,29,7,203,53,2021,1,0
4950,37,7,259,48,2021,1,0
4951,44,38,1672,63,2021,1,0
4952,37,84,3108,54,2021,1,0
4953,29,41,1189,46,2021,1,0
4954,29,25,725,47,2021,1,0
4955,27,36,972,55,2021,1,0
4956,48,27,1296,45,2021,1,0
4957,53,58,3074,62,2021,1,0
4958,49,117,5733,50,2021,1,0
4959,36,63,2268,50,2021,1,0
4960,39,60,2340,49,2021,1,0
4961,38,38,1444,55,2021,1,0
4962,45,39,1755,48,2021,1,0
4963,54,65,3510,62,2021,1,0
4964,19,203,3857,53,2021,1,0
4965,29,196,5684,54,2021,1,0
4966,28,138,3864,55,2021,1,0
4967,33,138,4554,64,2021,1,0
4968,37,88,3256,48,2021,1,0
4969,32,138,4416,70,2021,1,0
4970,24,156,3744,54,2021,1,0
4971,33,174,5742,54,2021,1,0
4972,32,128,4096,52,2021,1,0
4973,32,98,3136,62,2021,1,0
4974,38,68,2584,48,2021,1,0
4975,33,126,4158,67,2021,1,0
4976,28,163,4564,55,2021,1,0
4977,36,188,6768,55,2021,1,0
4978,27,117,3159,58,2021,1,0
4979,33,105,3465,68,2021,1,0
4980,37,73,2701,50,2021,1,0
4981,34,104,3536,75,2021,1,0
4982,19,195,3705,58,2021,1,0
4983,19,189,3591,58,2021,1,0
4984,14,119,1666,59,2021,1,0
4985,18,113,2034,66,2021,1,0
4986,23,74,1702,53,2021,1,0
4987,20,149,2980,75,2021,1,0
4988,9,203,1827,59,2021,1,0
4989,19,189,3591,59,2021,1,0
4990,15,173,2595,56,2021,1,0
4991,34,135,4590,68,2021,1,0
4992,49,120,5880,54,2021,1,0
4993,43,203,8729,72,2021,1,0
4994,43,203,8729,55,2021,1,0
4995,49,203,9947,56,2021,1,0
4996,44,189,8316,59,2021,1,0
4997,41,180,7380,69,2021,1,0
4998,49,145,7105,55,2021,1,0
4999,50,245,12250,72,2021,1,0
5000,44,206,9064,64,2021,1,0
5001,49,215,10535,64,2021,1,0
5002,41,254,10414,63,2021,1,0
5003,44,173,7612,74,2021,1,0
5004,45,131,5895,58,2021,1,0
5005,56,240,13440,80,2021,1,0
5006,38,225,8550,61,2021,1,0
5007,52,210,10920,65,2021,1,0
5008,51,268,13668,60,2021,1,0
5009,46,119,5474,71,2021,1,0
5010,50,123,6150,59,2021,1,0
5011,59,182,10738,77,2021,1,0
5012,51,175,8925,60,2021,1,0
5013,50,144,7200,63,2021,1,0
5014,59,188,11092,63,2021,1,0
5015,58,95,5510,71,2021,1,0
5016,41,88,3608,57,2021,1,0
5017,37,150,5550,77,2021,1,0
5018,29,131,3799,60,2021,1,0
5019,29,158,4582,63,2021,1,0
5020,32,124,3968,60,2021,1,0
5021,32,91,2912,73,2021,1,0
5022,29,78,2262,60,2021,1,0
5023,36,143,5148,75,2021,1,0
5024,18,169,3042,64,2021,1,0
5025,19,169,3211,61,2021,1,0
5026,43,144,6192,64,2021,1,0
5027,44,131,5764,73,2021,1,0
5028,48,111,5328,59,2021,1,0
5029,56,188,10528,79,2021,1,0
5030,56,233,13048,63,2021,1,0
5031,58,225,13050,64,2021,1,0
5032,64,175,11200,62,2021,1,0
5033,63,143,9009,75,2021,1,0
5034,58,145,8410,56,2021,1,0
5035,68,203,13804,80,2021,1,0
5036,38,117,4446,50,2021,1,0
5037,38,75,2850,46,2021,1,0
5038,28,63,1764,52,2021,1,0
5039,34,28,952,41,2021,1,0
5040,47,42,1974,39,2021,1,0
5041,38,68,2584,52,2021,1,0
5042,38,140,5320,49,2021,1,0
5043,38,45,1710,47,2021,1,0
5044,29,60,1740,53,2021,1,0
5045,34,19,646,42,2021,1,0
5046,46,45,2070,39,2021,1,0
5047,37,63,2331,51,2021,1,0
5048,39,127,4953,49,2021,1,0
5049,39,46,1794,49,2021,1,0
5050,27,52,1404,55,2021,1,0
5051,32,13,416,40,2021,1,0
5052,49,29,1421,36,2021,1,0
5053,36,50,1800,55,2021,1,0
5054,37,122,4514,48,2021,1,0
5055,37,44,1628,47,2021,1,0
5056,27,44,1188,54,2021,1,0
5057,33,21,693,40,2021,1,0
5058,47,20,940,38,2021,1,0
5059,39,63,2457,51,2021,1,0
5060,52,144,7488,45,2021,1,0
5061,48,60,2880,50,2021,1,0
5062,42,47,1974,54,2021,1,0
5063,41,34,1394,40,2021,1,0
5064,51,42,2142,37,2021,1,0
5065,56,72,4032,53,2021,1,0
5066,54,158,8532,47,2021,1,0
5067,48,77,3696,49,2021,1,0
5068,42,58,2436,51,2021,1,0
5069,41,51,2091,42,2021,1,0
5070,50,53,2650,36,2021,1,0
5071,56,85,4760,51,2021,1,0
5072,51,143,7293,49,2021,1,0
5073,46,84,3864,48,2021,1,0
5074,43,63,2709,55,2021,1,0
5075,43,44,1892,41,2021,1,0
5076,53,60,3180,38,2021,1,0
5077,58,113,6554,54,2021,1,0
5078,50,147,7350,46,2021,1,0
5079,49,90,4410,47,2021,1,0
5080,41,68,2788,50,2021,1,0
5081,41,51,2091,41,2021,1,0
